,Place Name,Place ID,Latitude,Longitude,Rating,Rate_amount,Types,Address
19,cama café 大安信義店,ChIJOVtsVtKrQjQRoQTHHfXHT9Q,25.0331687,121.5420914,4.3,181,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區信義路三段174號
20,LOUISA COFFEE,ChIJD3EHDdOrQjQRxcSmGdD7RGQ,25.0331526,121.5445512,4,89,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","No. 28號, Section 4, Xinyi Road, Da’an District"
21,STARBUCKS 星巴克 (崇光門市),ChIJTTJnetqrQjQRCaEi7SaExME,25.0419311,121.5446558,4,146,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區忠孝東路四段45號B1
23,STARBUCKS 星巴克 (復安門市),ChIJ3Tv9FOerQjQRbY3e5ej0jKI,25.0427778,121.5447222,4,420,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區復興南路一段135巷9號
25,路易莎咖啡LOUISA COFFEE,ChIJyX1Da9qrQjQRg5JVCdh8q64,25.042765,121.544204,3.8,272,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區復興南路一段133之1號
28,湛盧咖啡忠孝館,ChIJsREhnNqrQjQRZz_SY7ky0dU,25.0413307,121.5449552,4.3,705,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區忠孝東路四段50號2樓
29,STARBUCKS 星巴克 (崇興門市),ChIJVZX9rtCrQjQRpv0zCdvBQfI,25.0408932,121.5432417,3.9,93,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區忠孝東路三段300號B2
31,成真咖啡台北sogo復興店,ChIJd4GN3K2rQjQR7WT-wUkk5qU,25.0408932,121.5432417,4.4,604,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","9 F, No. 300號, Section 3, Zhongxiao East Road, Da’an District"
32,STARBUCKS 星巴克 (南京復興門市),ChIJVQRx7t2rQjQRr5b6VuvX834,25.0516611,121.5437483,4.1,572,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區南京東路三段224號1F
34,LOUISA COFFEE 路易莎咖啡 (南京復興店),ChIJs3fvl92rQjQRCpnjOkHr2Ko,25.050576,121.544787,3.4,106,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區南京東路三段256巷20弄2號
37,STARBUCKS 星巴克 (慶城門市),ChIJ0UNk_OerQjQRbGO4NM7vS9c,25.0528006,121.544604,3.9,357,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區慶城街1號
39,路易莎咖啡遼寧店,ChIJO26EHN6rQjQR3cQyx5GxEHk,25.0526343,121.5419321,3.4,156,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區遼寧街112號
41,Louisa Coffee 路易．莎咖啡(慶城店),ChIJ4eqRc-erQjQRIsWH7F4YTKU,25.0531134,121.5452338,3.3,74,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區慶城街14-1號
42,丹堤咖啡館,ChIJsXF77V6pQjQR15O3qqJDujA,25.0614854,121.543992,3.7,455,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區復興北路398號
43,STARBUCKS 星巴克 (民權門市),ChIJ3Tv9FOerQjQR61C5y3XHlq4,25.0619792,121.543746,4.1,333,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區民權東路三段88號
45,LOUISA COFFEE 路易莎咖啡 (復北店),ChIJbQyVj-SrQjQRV51r5yyWh7c,25.0610035,121.5435702,3.8,182,"['cafe', 'food', 'point_of_interest', 'establishment']","1 No. 8號, 復興北路380巷, 中山區"
48,cama café 民權復興店,ChIJZ22jJ-WrQjQRbBQUF9n0Uog,25.0618842,121.5456674,4.1,93,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",松山區民權東路三段120號
49,STARBUCKS 星巴克 (松山機場門市),ChIJXd9DqPGrQjQRV4eZCMc79Uo,25.0640733,121.5522553,4.1,191,"['cafe', 'food', 'point_of_interest', 'establishment']",松山區敦化北路340之9號2F
51,STARBUCKS 星巴克 (美麗華門市),ChIJ6dYHUxKsQjQRxySoOzDfUhM,25.0836018,121.5567386,3.9,732,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區敬業三路20號1樓
53,STARBUCKS 星巴克 (大直植福門市),ChIJHbVHIBKsQjQRjG9xf7NcB1Q,25.083203,121.554254,4.3,777,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區敬業二路115號
55,STARBUCKS 星巴克 (環山門市),ChIJdyX3km6sQjQRM7UC2HCK_-M,25.0823476,121.5670637,4,374,"['cafe', 'food', 'point_of_interest', 'establishment']",內湖區內湖路一段289號
57,西雅圖極品咖啡 西湖店,ChIJV8jUwW6sQjQR588tRegRzpM,25.0820602,121.5659384,4.1,230,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",內湖區內湖路一段242號
58,Louisa Coffee 路易．莎咖啡(內湖285店),ChIJB3mEx26sQjQRUFGVIHX-bVQ,25.0832609,121.5669886,3.7,113,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",內湖區內湖路一段285巷27弄1號
60,湛盧咖啡 瑞光館,ChIJGTcKOW6sQjQRRZ9ipGQhXwI,25.0803019,121.5676019,4.3,778,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","No. 587號, Ruiguang Road, Neihu District"
61,STARBUCKS 星巴克 (洲子門市),ChIJhXT-EGWsQjQRSPt94VOErCI,25.079022,121.573285,4.2,594,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",內湖區洲子街48號
63,STARBUCKS 星巴克 (內湖文德門市),ChIJw--gx4msQjQRRRxxkkHhp-Y,25.0782943,121.5842074,4.3,350,"['cafe', 'food', 'point_of_interest', 'establishment']",內湖區文德路212號
65,STARBUCKS 星巴克 (潤湖門市),ChIJoTPG5MarQjQRaAevW23wyMI,25.084039,121.5944166,3.8,85,"['cafe', 'food', 'point_of_interest', 'establishment']","2 188號, 成功路四段, 內湖區"
67,LOUISA COFFEE 路易莎咖啡 (內湖CITYLINK門市),ChIJV0XYXu2sQjQROMDfRpCTjC0,25.0843879,121.5946389,3.2,253,"['cafe', 'food', 'point_of_interest', 'establishment']",內湖區成功路四段188號
70,Louisa Coffee 路易．莎咖啡(內湖成功直營店),ChIJR-6xP42sQjQRn4dVhq4rS7s,25.0823361,121.5929018,3.7,556,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",內湖區成功路四段75號1樓
71,Louisa Coffee 路易．莎咖啡(葫洲直營店),ChIJh1lgR5asQjQRm6hiDH0QM24,25.0732266,121.606575,3.8,413,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",內湖區成功路五段466號
72,STARBUCKS 星巴克 (內湖葫洲門市),ChIJOfTYj72sQjQRf3G0RuNSw48,25.0729605,121.6062185,4.2,457,"['cafe', 'food', 'point_of_interest', 'establishment']",內湖區民權東路六段312號
74,Louisa Coffee 路易．莎咖啡(東湖店),ChIJK3KGI7usQjQRFxK2lDu3tro,25.0691311,121.6119116,3.5,334,"['cafe', 'food', 'point_of_interest', 'establishment']",內湖區東湖路33巷8號
75,STARBUCKS RESERVE™ 星巴克典藏咖啡 (南港中信門市),ChIJDVyIs6esQjQR3c3nSIS5qIw,25.0592805,121.6154431,4.4,457,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",南港區經貿二路186號
77,Mövenpick Café-莫凡彼中信園區店,ChIJc0hu1qesQjQRW8EqYgF2-5M,25.058955,121.6161843,4.3,443,"['cafe', 'food', 'point_of_interest', 'establishment']",南港區經貿二路170號1F
78,MR.BROWN 伯朗咖啡館 (南港店),ChIJv26AB6isQjQRwAECbFqidxA,25.0568622,121.6172757,3.8,254,"['cafe', 'food', 'point_of_interest', 'establishment']",南港區經貿二路1號1樓
79,LOUISA COFFEE 路易莎咖啡 (南港展覽館直營門市),ChIJJWhuoRerQjQRVUEmFr7X9C0,25.0566748,121.6172834,2.5,45,"['cafe', 'food', 'point_of_interest', 'establishment']",南港區經貿二路1號1樓號商店街
82,STARBUCKS 星巴克 (101門市),ChIJSTLZ6barQjQRDNycA51cBq4,25.0334521,121.564768,4.1,253,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",信義區市府路45號101辦公大樓1樓
84,STARBUCKS (星巴克101典藏門市),ChIJUzoMxrarQjQR_T4HJVWbE-I,25.0334929,121.564101,3.8,143,"['cafe', 'food', 'point_of_interest', 'establishment']","B1, No. 45號, 市府路, 信義區"
86,STARBUCKS 星巴克 (通化門市),ChIJ1YzfMc3WDRQRrjAhgGbVNFQ,25.0324707,121.5544175,4,520,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區文昌街209號
93,cama café 森林公園店,ChIJOVtsVtKrQjQRGauT-2ZfoZw,25.033762,121.5343124,4.4,108,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區信義路三段25號
94,Louisa Coffee 路易．莎咖啡 (大安森林公園門市),ChIJ84xePtWrQjQRx-ubWTNEPrs,25.0333266,121.5347197,3.9,770,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區信義路三段100號B1
95,STARBUCKS 星巴克 (永康街2F門市),ChIJIcFPa4KpQjQR5SlT6EQMkiI,25.0332989,121.529752,4.1,536,"['cafe', 'food', 'point_of_interest', 'establishment']",大安區永康街2號2樓
97,STARBUCKS 星巴克 (南海門市),ChIJJ5L21Z6pQjQRgrSFseDy92M,25.0323876,121.5168813,4.1,1038,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區南海路20號
99,85度C咖啡蛋糕飲料(台北寧波東店),ChIJf88YHZypQjQR1KWjaRe0ZZ4,25.0320522,121.5199162,3.2,273,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區寧波東街6號
101,怡客咖啡 南昌店,ChIJPXWt05ipQjQRS9b76VGJtsg,25.0321,121.5163583,3.8,618,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中正區南昌路一段20號
102,Louisa Coffee 路易．莎咖啡(南海直營店),ChIJ4bFAK5-pQjQRFwghgFzLmG0,25.0323322,121.5167449,3.3,50,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區南海路24號
103,伯朗咖啡館 台大醫院店,ChIJDbLTX3SpQjQRvUYQsFFJob8,25.0415506,121.5174116,3.8,140,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區常德街1號
104,Louisa Coffee 路易．莎咖啡(台大西址門市),ChIJ052qYXSpQjQRTo4EKE_2YfE,25.0413999,121.5176585,4,130,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區常德街1號
105,怡客咖啡 站前店,ChIJGW1AP3KpQjQR5-7BSUvCs7o,25.046181,121.51853,3.8,607,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中正區忠孝西路一段39號
106,STARBUCKS 星巴克 (台鐵一門市),ChIJOYUzfnKpQjQR5Xpm_wV9JFI,25.0475771,121.5170965,3.9,219,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中正區北平西路3號2樓
108,STARBUCKS 星巴克 (台北捷運門市),ChIJrRnsfXypQjQR5RegFqscptY,25.0458542,121.5179043,4.2,209,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","49號 B1F, 忠孝西路一段"
110,Mövenpick Café -莫凡彼誠品站前店,ChIJQS3tXnKpQjQRvzuro6e5WQo,25.0466241,121.5174712,4.3,916,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區忠孝西路一段47號B1
111,怡客咖啡 公保店,ChIJCyzJrXOpQjQR8VhicqRfyKw,25.0450478,121.5176544,3.6,677,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",中正區青島西路13號
112,伯朗咖啡館 站前店,ChIJR4UzfnKpQjQRbd0YWamBoQ0,25.0479239,121.517081,3.5,165,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",中正區北平西路3號
113,STARBUCKS 星巴克 (許昌南陽門市),ChIJ3SyT4nKpQjQRIKSOnRHAc2I,25.0455712,121.516331,4,311,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區南陽街1號
115,STARBUCKS 星巴克 (青島西門市),ChIJBSM_tHOpQjQREoL2dodZH6M,25.0449309,121.518194,4.2,420,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中正區青島西路7號1樓
117,STARBUCKS 星巴克 (站前誠品門市),ChIJ2fXVX3KpQjQRxzQkKx25ECU,25.0466241,121.5174712,3.8,73,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中正區忠孝西路一段47號B2
119,路易·莎咖啡,ChIJiTdT-e6pQjQRj7x0XKqbioo,25.0462341,121.5164145,3.3,3,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","B1-1B櫃, No. 38號, Section 1, Zhongxiao West Road, Zhongzheng District"
120,Starbucks,ChIJtwnr4nKpQjQR7KuPqHZF0Ew,25.04575,121.5161989,3,1,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","No, Dist.2FTaipei City, No. 1, Nanyang Street, Zhongzheng District"
121,Louisa Coffee 路易．莎咖啡(新光保險小舖),ChIJ4aHU53KpQjQRtiph1oralg4,25.046222,121.51583,3.8,226,"['cafe', 'food', 'point_of_interest', 'establishment']","No. 50, Section 1, Zhongxiao West Road, Zhongzheng District"
122,Louisa Coffee 路易．莎咖啡(信陽直營門市),ChIJP1HjCHOpQjQRgUoKRyfrsqQ,25.0447079,121.5167918,3.9,318,"['cafe', 'food', 'point_of_interest', 'establishment']","No. 5號之2, Xinyang Street, Zhongzheng District"
123,Louisa Coffee 路易•莎咖啡 (南西店),ChIJTZM2xW6pQjQRXXgn8dJ8VkE,25.0515141,121.5220599,3.6,88,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",中山區中山北路一段138號
124,STARBUCKS COFFEE,ChIJdcsqMeCpQjQR1dSa-9UH9vk,25.0526864,121.5195903,4.1,437,"['cafe', 'food', 'point_of_interest', 'establishment']","No. 36號, Nanjing West Road, Datong District"
125,LOUISA COFFEE,ChIJSzTw9mupQjQRNs4E53HyqPs,25.0531768,121.5189247,3.6,703,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","No. 65, Nanjing West Road, Datong District"
126,STARBUCKS 星巴克 (馬偕門市),ChIJffGqdkKpQjQRSqaw2ml2beQ,25.0579265,121.5217066,4,566,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區民生西路7號
128,Louisa Coffee 路易．莎咖啡(雙連店),ChIJ5xPDEGqpQjQR4ItpEYtw-Yo,25.0573353,121.519042,3.1,270,"['cafe', 'food', 'point_of_interest', 'establishment']",大同區民生西路132號
129,HWC黑沃咖啡-台北馬偕店,ChIJnfJSWe-pQjQRpG-V_ASLuwE,25.0590235,121.5216342,4.1,126,"['cafe', 'food', 'point_of_interest', 'establishment']",中山區民生西路45巷9弄26號
131,丹堤咖啡,ChIJsXF77V6pQjQRdz2oKAV3vzo,25.0625969,121.5213724,3.5,685,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區民權西路34-1號
132,Louisa Coffee 路易．莎咖啡(撫順店),ChIJc2FFUkGpQjQRUlmQt8yWak0,25.0635476,121.5199867,3.8,169,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中山區撫順街33號
133,STARBUCKS 星巴克 (庫倫承德門市),ChIJMduMI0mpQjQRE0Bhztm2ClU,25.072088,121.5192762,4.2,1342,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大同區庫倫街51號
135,Louisa Coffee 路易．莎咖啡 (圓山直營店),ChIJrRytxUipQjQRVtkDM6Ck5RE,25.0707209,121.5190038,3.8,404,"['cafe', 'food', 'point_of_interest', 'establishment']",大同區酒泉街35號
136,Louisa Coffee 路易．莎咖啡(庫倫承德門市),ChIJ_4LjGSepQjQRAJtnqk38M6Q,25.072409,121.518516,4.3,99,"['cafe', 'food', 'point_of_interest', 'establishment']",大同區承德路三段234+236+238號
137,Louisa Coffee 路易．莎咖啡（劍潭店）,ChIJcbc587GuQjQR_9ang1BoH88,25.0839281,121.5243305,3.9,362,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",士林區劍潭路6號
138,怡客咖啡 士林店,ChIJi2noNqOuQjQRbA-Scsp0ws8,25.0952467,121.5260806,3.7,936,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",士林區中正路231號
139,STARBUCKS 星巴克 (士捷門市),ChIJQ07lNaOuQjQRK7hBSjMi64Q,25.0951671,121.5258789,4,680,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",士林區中正路239號
141,Louisa Coffee 路易．莎咖啡(芝山直營店),ChIJBcHaCpeuQjQRR97fUvWyTag,25.10228,121.524103,4.1,415,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",士林區福國路38號
142,丹堤咖啡館,ChIJNXZlAlSuQjQRVWLrCi5TydE,25.1095529,121.519479,3.6,401,"['cafe', 'food', 'point_of_interest', 'establishment']",北投區明德路101號
143,Louisa Coffee 路易．莎咖啡 (明德直營店),ChIJGSB19ZGuQjQRY2rOHiffvGM,25.1099137,121.5199559,3.8,479,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",北投區明德路119號
144,丹堤咖啡,ChIJNXZlAlSuQjQRWOPQJ2tAvXQ,25.115326,121.515483,3.7,721,"['cafe', 'food', 'point_of_interest', 'establishment']",北投區石牌路二段6號
145,STARBUCKS 星巴克 (石牌門市),ChIJVylxkIyuQjQRZ2JmU-7wn8w,25.116581,121.516242,3.9,569,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","1-3樓, No. 74號, 石牌路二段, 北投區"
147,cama café 台北石牌店,ChIJ___W7oyuQjQRkbsvUWl94ew,25.1156273,121.5160009,4.2,181,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",北投區裕民四路3號1樓
148,Dante Coffee,ChIJkWlc4IyuQjQRyZ8Xn96Isv0,25.1153648,121.5154983,-,-,"['cafe', 'food', 'point_of_interest', 'establishment']",北投區石牌路二段
149,石牌路易莎咖啡,ChIJ3VtikoyuQjQRiox-k_gJoJ0,25.1161506,121.5162563,3.4,292,"['cafe', 'food', 'point_of_interest', 'establishment']",北投區裕民三路3號1樓
151,cama café 台北奇岩店,ChIJ_w9DafiuQjQR-XxBJkpUSyc,25.1259066,121.5006828,4,175,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",北投區北投路一段59號
152,Dante coffee丹堤咖啡,ChIJNXZlAlSuQjQRR2VnVPuQQnY,25.1319444,121.4969444,3.9,418,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",北投區大業路462-8號
154,Louisa Coffee 路易．莎咖啡(北投社3rd直營門市),ChIJpdLA31CuQjQR6ZAVzzHBgcc,25.1329544,121.4999963,4.2,599,"['cafe', 'food', 'point_of_interest', 'establishment']","1f, No. 65號, 光明路, 北投區"
155,STARBUCKS 星巴克 (光明門市),ChIJAzJPNEWuQjQR3Hj2LhL9eLk,25.136201,121.504383,4,483,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",北投區光明路218-4號
157,Louisa Coffee 路易．莎咖啡(新北投直營門市),ChIJDXnPZkWuQjQRwLgmWc4pV2g,25.1378917,121.5030594,3.9,366,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",北投區中和街22號
158,STARBUCKS 星巴克 (關渡門市),ChIJ4W2klXKvQjQROVWqIYuP950,25.1244996,121.4668491,4.2,711,"['cafe', 'food', 'point_of_interest', 'establishment']",北投區大度路三段296巷45號1樓
160,STARBUCKS 星巴克 (竹圍門市),ChIJ7QNgdZ2vQjQRfZq_yj2FVNA,25.1370833,121.4597231,4.1,370,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",淡水區民權路42號
162,Louisa Coffee 路易．莎咖啡,ChIJF8SYCp2vQjQRaZcpCGRUVws,25.137255,121.459854,3.9,353,"['cafe', 'food', 'point_of_interest', 'establishment']",淡水區民權路38號
163,星巴克紅樹林門市,ChIJ4aYLdKOrQjQRZBh6mkEMrSI,25.1547244,121.4589193,4.4,165,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",淡水區中正東路二段68號
164,STARBUCKS 星巴克 (淡水門市),ChIJuzt381ilQjQRNcEHpBHJGck,25.1683194,121.444146,3.9,836,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",淡水區公明街73巷89號1樓
166,STARBUCKS 星巴克 (新店總站門市),ChIJU9YTA4cBaDQRnf-SPBgMNAU,24.9578506,121.5375994,4.1,399,"['cafe', 'food', 'point_of_interest', 'establishment']",新店區北宜路一段2號
168,Louisa Coffee 路易．莎咖啡(新店捷運店),ChIJezF-7IcBaDQRdS5NIBo49Zo,24.9572473,121.5379776,3.7,287,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",新店區北宜路一段26號
169,85度C咖啡蛋糕飲料(新店碧潭店),ChIJq_VUA4cBaDQRZN5pvdG8UH8,24.9581367,121.5382035,3.4,90,"['cafe', 'food', 'point_of_interest', 'establishment']",新店區北宜路一段9號
171,STARBUCKS 星巴克 (新店門市),ChIJuTkBNosBaDQRwCUEFHk7cdk,24.967797,121.541263,4,424,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",新店區北新路一段305號
173,路易莎咖啡新店北新店,ChIJrT7iqIsBaDQRQCK2r9VtxlE,24.9683236,121.541535,3.5,368,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",新店區北新路一段321號
175,cama café 新店七張店,ChIJf7LktfABaDQRWVrvyv1ublI,24.977052,121.543041,4,169,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",新店區北新路二段218號
176,Louisa Coffee 路易．莎咖啡(七張店),ChIJC3PV6vABaDQRjezV_3FD0f0,24.9766908,121.544318,4.2,107,"['cafe', 'food', 'point_of_interest', 'establishment']",新店區永華街33巷28號
177,Louisa Coffee 路易．莎咖啡(小碧潭),ChIJyT4wLxkCaDQRkV71ccwRZ10,24.9736113,121.5306826,4,139,"['cafe', 'food', 'point_of_interest', 'establishment']",新店區中央路133巷8號
178,STARBUCKS 星巴克 (北新門市),ChIJaRwSFvkBaDQR3q2_d2n8blU,24.9827098,121.5409172,4,668,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",新店區民權路27號
180,85度C 咖啡蛋糕麵包店-台北景美店,ChIJmYKV4ACqQjQRNA-XVdeU5dE,24.9917842,121.5412042,3.5,545,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",文山區景文街42號
182,Louisa Coffee 路易莎咖啡 景美店-捷運2號出口,ChIJpwdKOAGqQjQRj229OTkpzSg,24.993075,121.54192,3.9,78,"['cafe', 'food', 'point_of_interest', 'establishment']","1, No. 13號, 景中街, 文山區"
184,STARBUCKS 星巴克 (公館門市),ChIJCwXFpYupQjQRCE98rG9CwzU,25.0154697,121.5333094,4,1260,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區羅斯福路四段26號1樓
186,Starbucks,ChIJY1uqz8irQjQRnetWuLM8xzQ,25.0268191,121.5229239,3.9,793,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",大安區和平東路一段2號
187,Louisa Coffee 路易．莎咖啡(古亭店),ChIJDRkgbpqpQjQRZMmMsZB-guE,25.0264484,121.5217472,3.8,159,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區南昌路二段115號
194,CAFE185 by Vivia,ChIJQSaPc6GpQjQRA5ABG4ky--o,25.034808,121.5108934,3.9,16,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區博愛路185號
195,85度c咖啡蛋糕台北西門店,ChIJ56dQHrupQjQR7Zt0IsvtKwI,25.0416791,121.5072605,3.9,776,"['cafe', 'food', 'point_of_interest', 'establishment']",萬華區漢中街151號
196,星巴克,ChIJrWPskAepQjQR_7VXOp2F4mU,25.0440982,121.507461,4.1,1745,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",萬華區漢中街51號
197,怡客咖啡 衡陽店,ChIJ-yoJygupQjQRf1r2Z_CeEHs,25.042122,121.509857,3.6,551,"['cafe', 'food', 'point_of_interest', 'establishment']",中正區衡陽路116號
198,STARBUCKS 星巴克 (寶平門市),ChIJrRnsfXypQjQR35UoPpu87Ms,25.0416431,121.5091171,3.9,304,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",中正區寶慶路32號
200,Dante Coffee 寶慶店,ChIJLSHRHNupQjQRAvgCRC5oM9M,25.0419756,121.5096338,3.6,302,"['cafe', 'food', 'point_of_interest', 'establishment']","No. 107號, Yanping South Road, Zhongzheng District"
201,Ikari Coffee,ChIJd_z7tQupQjQRqBn3ajxMD8Y,25.0421412,121.5099024,3.7,12,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","No. 114, Hengyang Road, Zhongzheng District"
